05/04 07:06:00 FINE sim.Admin|Log for simulation 11 started
05/04 07:07:30 INFO agents.DemandAgent|Day 9 :Notifying new campaign opportunity: CampaignImpl [id=1635245997, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:30 INFO sim.Simulation|***** START OF TIME 9 COMPLETE *****
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1635245997 Cmp Bid: 2487
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1635245997 Cmp Bid: 1
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1635245997 Cmp Bid: 2017
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1635245997 Cmp Bid: 1
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17343118425466808 Cmp ID: 1635245997 Cmp Bid: 28
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1635245997 Cmp Bid: 1
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1635245997 Cmp Bid: 1
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1635245997 Cmp Bid: 2238
05/04 07:07:40 INFO sim.Simulation|***** START OF TIME 10 *****
05/04 07:07:40 INFO agents.DemandAgent|Day 10 : Auction pending campaign: CampaignImpl [id=1635245997, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:40 INFO demand.CampaignImpl|Campaign 1783358117 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=3751.0, otherImps=0.0, cost=8.503100942073753E-4] Reach 3750 ERR 1.0002276462165414 Budget 2664.0 Revenue 2664.606449520866
05/04 07:07:40 INFO demand.CampaignImpl|Campaign 722048480 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=3751.0, otherImps=0.0, cost=11130.000263248017] Reach 3750 ERR 1.0002276462165414 Budget 2364.0 Revenue 2364.5381556559037
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Reporting auction results...CampaignImpl [id=1635245997, reachImps=3750, dayStart=11, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2.9987839984339093, advertiser=DummyAdnetwork-7]
05/04 07:07:40 INFO agents.DemandAgent|Day 10 :Notifying new campaign opportunity: CampaignImpl [id=1532716870, reachImps=3750, dayStart=12, dayEnd=14, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:40 INFO sim.Simulation|***** START OF TIME 10 COMPLETE *****
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1532716870 Cmp Bid: 2755
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1532716870 Cmp Bid: 1
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1532716870 Cmp Bid: 3091
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1532716870 Cmp Bid: 1
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1532716870 Cmp Bid: 1
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1532716870 Cmp Bid: 1
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1532716870 Cmp Bid: 3070
05/04 07:07:40 FINE agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13634547311530254 Cmp ID: 1532716870 Cmp Bid: 46
05/04 07:07:50 INFO sim.Simulation|***** START OF TIME 11 *****
05/04 07:07:50 INFO agents.DemandAgent|Day 11 : Auction pending campaign: CampaignImpl [id=1532716870, reachImps=3750, dayStart=12, dayEnd=14, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:50 INFO demand.CampaignImpl|Campaign 1675584752 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=3750.5, otherImps=0.0, cost=11280.000347489615] Reach 3750 ERR 1.0000944217909102 Budget 2763.0 Revenue 2763.260887408285
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Reporting auction results...CampaignImpl [id=1532716870, reachImps=3750, dayStart=12, dayEnd=14, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2.860396110503799, advertiser=DummyAdnetwork]
05/04 07:07:50 INFO agents.DemandAgent|Day 11 :Notifying new campaign opportunity: CampaignImpl [id=1667668013, reachImps=12500, dayStart=13, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:50 INFO sim.Simulation|***** START OF TIME 11 COMPLETE *****
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1667668013 Cmp Bid: 3182
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1667668013 Cmp Bid: 1
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1667668013 Cmp Bid: 3258
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1667668013 Cmp Bid: 1
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1667668013 Cmp Bid: 1
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1667668013 Cmp Bid: 1
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1667668013 Cmp Bid: 2038
05/04 07:07:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11652334225352397 Cmp ID: 1667668013 Cmp Bid: 156
05/04 07:08:00 INFO sim.Simulation|***** START OF TIME 12 *****
05/04 07:08:00 INFO agents.DemandAgent|Day 12 : Auction pending campaign: CampaignImpl [id=1667668013, reachImps=12500, dayStart=13, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Reporting auction results...CampaignImpl [id=1667668013, reachImps=12500, dayStart=13, dayEnd=15, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=3.4147104322121113, advertiser=DummyAdnetwork-7]
05/04 07:08:00 INFO agents.DemandAgent|Day 12 :Notifying new campaign opportunity: CampaignImpl [id=484965301, reachImps=3750, dayStart=14, dayEnd=23, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:00 INFO sim.Simulation|***** START OF TIME 12 COMPLETE *****
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 484965301 Cmp Bid: 2875
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 484965301 Cmp Bid: 1
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 484965301 Cmp Bid: 2606
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 484965301 Cmp Bid: 1
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 484965301 Cmp Bid: 1
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 484965301 Cmp Bid: 1
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 484965301 Cmp Bid: 2086
05/04 07:08:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14235692845349118 Cmp ID: 484965301 Cmp Bid: 14
05/04 07:08:10 INFO sim.Simulation|***** START OF TIME 13 *****
05/04 07:08:10 INFO agents.DemandAgent|Day 13 : Auction pending campaign: CampaignImpl [id=484965301, reachImps=3750, dayStart=14, dayEnd=23, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:10 INFO demand.CampaignImpl|Campaign 1037919415 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2.486325936779542 Revenue 0.0
05/04 07:08:10 INFO demand.CampaignImpl|Campaign 132399704 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=6251.5, otherImps=0.0, cost=0.0030086133084729415] Reach 6250 ERR 1.000201007137223 Budget 2.4459999999999997 Revenue 2.446491663457647
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Reporting auction results...CampaignImpl [id=484965301, reachImps=3750, dayStart=14, dayEnd=23, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2086.0, advertiser=DummyAdnetwork-7]
05/04 07:08:10 INFO agents.DemandAgent|Day 13 :Notifying new campaign opportunity: CampaignImpl [id=757899333, reachImps=12500, dayStart=15, dayEnd=17, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:10 INFO sim.Simulation|***** START OF TIME 13 COMPLETE *****
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 757899333 Cmp Bid: 2452
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 757899333 Cmp Bid: 1
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 757899333 Cmp Bid: 2138
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 757899333 Cmp Bid: 1
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 757899333 Cmp Bid: 1
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 757899333 Cmp Bid: 1
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 757899333 Cmp Bid: 2152
05/04 07:08:10 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17391790079810837 Cmp ID: 757899333 Cmp Bid: 171
05/04 07:08:20 INFO sim.Simulation|***** START OF TIME 14 *****
05/04 07:08:20 INFO agents.DemandAgent|Day 14 : Auction pending campaign: CampaignImpl [id=757899333, reachImps=12500, dayStart=15, dayEnd=17, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:20 INFO demand.CampaignImpl|Campaign 1234284779 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=12501.5, otherImps=0.0, cost=0.002464062473498899] Reach 12500 ERR 1.000081095356201 Budget 2331.0 Revenue 2331.189033275304
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Reporting auction results...CampaignImpl [id=757899333, reachImps=12500, dayStart=15, dayEnd=17, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=11.650278572217085, advertiser=DummyAdnetwork]
05/04 07:08:20 INFO agents.DemandAgent|Day 14 :Notifying new campaign opportunity: CampaignImpl [id=167655841, reachImps=6250, dayStart=16, dayEnd=18, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:20 INFO sim.Simulation|***** START OF TIME 14 COMPLETE *****
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 167655841 Cmp Bid: 2742
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 167655841 Cmp Bid: 1
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 167655841 Cmp Bid: 2777
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 167655841 Cmp Bid: 1
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 167655841 Cmp Bid: 1
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 167655841 Cmp Bid: 1
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 167655841 Cmp Bid: 2046
05/04 07:08:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10326771541574717 Cmp ID: 167655841 Cmp Bid: 86
05/04 07:08:30 INFO sim.Simulation|***** START OF TIME 15 *****
05/04 07:08:30 INFO agents.DemandAgent|Day 15 : Auction pending campaign: CampaignImpl [id=167655841, reachImps=6250, dayStart=16, dayEnd=18, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:30 INFO demand.CampaignImpl|Campaign 1532716870 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=3751.5, otherImps=0.0, cost=0.0010124138241445313] Reach 3750 ERR 1.0003607980854015 Budget 2.860396110503799 Revenue 2.861428135943959
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Reporting auction results...CampaignImpl [id=167655841, reachImps=6250, dayStart=16, dayEnd=18, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2742.0, advertiser=DummyAdnetwork]
05/04 07:08:30 INFO agents.DemandAgent|Day 15 :Notifying new campaign opportunity: CampaignImpl [id=1531543659, reachImps=6250, dayStart=17, dayEnd=19, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:30 INFO sim.Simulation|***** START OF TIME 15 COMPLETE *****
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1531543659 Cmp Bid: 2904
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1531543659 Cmp Bid: 1
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1531543659 Cmp Bid: 2249
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1531543659 Cmp Bid: 1
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1531543659 Cmp Bid: 1
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1531543659 Cmp Bid: 1
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1531543659 Cmp Bid: 3122
05/04 07:08:30 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10277780193041715 Cmp ID: 1531543659 Cmp Bid: 83
05/04 07:08:40 INFO sim.Simulation|***** START OF TIME 16 *****
05/04 07:08:40 INFO agents.DemandAgent|Day 16 : Auction pending campaign: CampaignImpl [id=1531543659, reachImps=6250, dayStart=17, dayEnd=19, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:40 INFO demand.CampaignImpl|Campaign 1635245997 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=3750.5, otherImps=0.0, cost=8.775923389877165E-4] Reach 3750 ERR 1.0000944217909102 Budget 2.9987839984339093 Revenue 2.9990671489895946
05/04 07:08:40 INFO demand.CampaignImpl|Campaign 1667668013 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=673.0, otherImps=0.0, cost=3420.0] Reach 12500 ERR 0.010937738485731418 Budget 3.4147104322121113 Revenue 0.037349209712034974
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Reporting auction results...CampaignImpl [id=1531543659, reachImps=6250, dayStart=17, dayEnd=19, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=3.832793639462631, advertiser=DummyAdnetwork]
05/04 07:08:40 INFO agents.DemandAgent|Day 16 :Notifying new campaign opportunity: CampaignImpl [id=774757343, reachImps=3750, dayStart=18, dayEnd=22, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:40 INFO sim.Simulation|***** START OF TIME 16 COMPLETE *****
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 774757343 Cmp Bid: 3281
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 774757343 Cmp Bid: 1
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 774757343 Cmp Bid: 2300
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 774757343 Cmp Bid: 1
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 774757343 Cmp Bid: 1
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 774757343 Cmp Bid: 1
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 774757343 Cmp Bid: 2149
05/04 07:08:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12556395922957658 Cmp ID: 774757343 Cmp Bid: 28
05/04 07:08:50 INFO sim.Simulation|***** START OF TIME 17 *****
05/04 07:08:50 INFO agents.DemandAgent|Day 17 : Auction pending campaign: CampaignImpl [id=774757343, reachImps=3750, dayStart=18, dayEnd=22, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Reporting auction results...CampaignImpl [id=774757343, reachImps=3750, dayStart=18, dayEnd=22, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=3281.0, advertiser=DummyAdnetwork]
05/04 07:08:50 INFO agents.DemandAgent|Day 17 :Notifying new campaign opportunity: CampaignImpl [id=1274578572, reachImps=12500, dayStart=19, dayEnd=23, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:08:50 INFO sim.Simulation|***** START OF TIME 17 COMPLETE *****
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1274578572 Cmp Bid: 2418
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1274578572 Cmp Bid: 1
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1274578572 Cmp Bid: 3051
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1274578572 Cmp Bid: 1
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1274578572 Cmp Bid: 1
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1274578572 Cmp Bid: 1
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1274578572 Cmp Bid: 2108
05/04 07:08:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13496535981914792 Cmp ID: 1274578572 Cmp Bid: 95
05/04 07:09:00 INFO sim.Simulation|***** START OF TIME 18 *****
05/04 07:09:00 INFO agents.DemandAgent|Day 18 : Auction pending campaign: CampaignImpl [id=1274578572, reachImps=12500, dayStart=19, dayEnd=23, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:09:00 INFO demand.CampaignImpl|Campaign 757899333 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=12501.0, otherImps=0.0, cost=0.0018500919847183796] Reach 12500 ERR 1.0000411116958978 Budget 11.650278572217085 Revenue 11.650757534926871
05/04 07:09:00 INFO demand.CampaignImpl|Campaign 129170611 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2543.0 Revenue 0.0
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Reporting auction results...CampaignImpl [id=1274578572, reachImps=12500, dayStart=19, dayEnd=23, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=5.199579099155398, advertiser=DummyAdnetwork]
05/04 07:09:00 INFO agents.DemandAgent|Day 18 :Notifying new campaign opportunity: CampaignImpl [id=231556949, reachImps=12500, dayStart=20, dayEnd=29, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:09:00 INFO sim.Simulation|***** START OF TIME 18 COMPLETE *****
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1037492542871919 Cmp ID: 231556949 Cmp Bid: 47
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 231556949 Cmp Bid: 3221
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 231556949 Cmp Bid: 1
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 231556949 Cmp Bid: 2950
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 231556949 Cmp Bid: 1
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 231556949 Cmp Bid: 1
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 231556949 Cmp Bid: 1
05/04 07:09:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 231556949 Cmp Bid: 2193
05/04 07:09:10 INFO sim.Simulation|***** START OF TIME 19 *****
05/04 07:09:10 INFO agents.DemandAgent|Day 19 : Auction pending campaign: CampaignImpl [id=231556949, reachImps=12500, dayStart=20, dayEnd=29, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:09:10 INFO demand.CampaignImpl|Campaign 167655841 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2742.0 Revenue 0.0
05/04 07:09:10 FINE agents.DemandAgent|Day 19 :Reporting auction results...CampaignImpl [id=231556949, reachImps=12500, dayStart=20, dayEnd=29, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3221.0, advertiser=DummyAdnetwork]
05/04 07:09:10 INFO agents.DemandAgent|Day 19 :Notifying new campaign opportunity: CampaignImpl [id=467975611, reachImps=6250, dayStart=21, dayEnd=23, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:09:10 INFO sim.Simulation|***** START OF TIME 19 COMPLETE *****
05/04 07:09:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 467975611 Cmp Bid: 2046
05/04 07:09:10 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 467975611 Cmp Bid: 1
